citing_paper,citing_doi,local_number,full_citation,doi,N,doi_source,full_citation_clean,match_score
Kumari_2020,10.3389/fphar.2020.588449,81,"Sofi M. H., Wu Y., Dai M., Schutt S. D., Daenthanasanmak A., Heinrichs J. L., et al. (2017). Oxidative stress regulates T cell pathogenicity in gvhd. Blood 130 (Suppl. 1), 3168‚Äì3168.",,3,blank,"Sofi M. H., Wu Y., Dai M., Schutt S. D., Daenthanasanmak A., Heinrichs J. L., et al. (2017). Oxidative stress regulates T cell pathogenicity in gvhd. Blood 130 (Suppl. 1), 3168–3168.",51.5
Devaux_2020,10.3389/fmicb.2020.01642,170,"World Bank (2017). Drug-resistant infections: a threat to our economic future (Vol. 2): final report (English) number 114679, disclosure date April 08, 2017. HNP/Agriculture Global Antimicrobial Resistance Initiative. Washington, DC: World Bank Group. Available at:¬†http://documents.worldbank.org/curated/en/323311493396993758/final-report",,1,no_doi_expected,"World Bank (2017). Drug-resistant infections: a threat to our economic future (Vol. 2): final report (English) number 114679, disclosure date April 08, 2017. HNP/Agriculture Global Antimicrobial Resistance Initiative. Washington, DC: World Bank Group. Available at: http://documents.worldbank.org/curated/en/323311493396993758/final-report",77.8
Zeiser_2018,10.1182/asheducation-2018.1.236,15,"Zeiser R, Soci√© G, Blazar BR. Pathogenesis of acute graft-versus-host disease: from intestinal microbiota alterations to donor T cell activation. Br J Haematol. 2016;175(2):191-207. -¬†PubMed",10.1111/bjh.14295,7,crossref,"Zeiser R, Socié G, Blazar BR. Pathogenesis of acute graft-versus-host disease: from intestinal microbiota alterations to donor T cell activation. Br J Haematol. 2016;175(2):191-207. - PubMed",100.0
Zeiser_2018,10.1182/asheducation-2018.1.236,21,"Bola√±os-Meade J, Reshef R, Fraser R, et al. Novel Approaches for Graft-Versus-Host Disease (GvHD) Prophylaxis: primary results of progress I multicenter trial of matched allogeneic hematopoietic cell transplantation (alloHCT) using reduced intensity conditioning (RIC) BMT CTN 1203.¬†Biol Blood Marrow Transplant¬†2018;ASBMT 2018.",,7,blank,"Bolaños-Meade J, Reshef R, Fraser R, et al. Novel Approaches for Graft-Versus-Host Disease (GvHD) Prophylaxis: primary results of progress I multicenter trial of matched allogeneic hematopoietic cell transplantation (alloHCT) using reduced intensity conditioning (RIC) BMT CTN 1203. Biol Blood Marrow Transplant 2018;ASBMT 2018.",83.6
Zeiser_2018,10.1182/asheducation-2018.1.236,29,"Zeiser R, Burchert A, Lengerke C, et al. Ruxolitinib in corticosteroid-refractory graft-versus-host disease after allogeneic stem cell transplantation: a multicenter survey. Leukemia. 2015;29(10):2062-2068. -¬†PMC¬†-¬†PubMed",10.3410/f.725689454.793511252,7,crossref,"Zeiser R, Burchert A, Lengerke C, et al. Ruxolitinib in corticosteroid-refractory graft-versus-host disease after allogeneic stem cell transplantation: a multicenter survey. Leukemia. 2015;29(10):2062-2068. - PMC - PubMed",100.0
Zeiser_2018,10.1182/asheducation-2018.1.236,32,"Schwab L, Goroncy L, Palaniyandi S, et al. Neutrophil granulocytes recruited upon translocation of intestinal bacteria enhance GvHD via tissue damage. Nat Med. 2014;20(6):648-654. -¬†PubMed",10.1038/nm.3517,7,crossref,"Schwab L, Goroncy L, Palaniyandi S, et al. Neutrophil granulocytes recruited upon translocation of intestinal bacteria enhance GvHD via tissue damage. Nat Med. 2014;20(6):648-654. - PubMed",100.0
Zeiser_2018,10.1182/asheducation-2018.1.236,33,"Betts BC, Veerapathran A, Pidala J, et al. Targeting Aurora kinase A and JAK2 prevents GVHD while maintaining Treg and antitumor CTL function.¬†Sci Transl Med¬†2017;372(372):eaai8269. -¬†PMC¬†-¬†PubMed",10.1126/scitranslmed.aai8269,7,crossref,"Betts BC, Veerapathran A, Pidala J, et al. Targeting Aurora kinase A and JAK2 prevents GVHD while maintaining Treg and antitumor CTL function. Sci Transl Med 2017;372(372):eaai8269. - PMC - PubMed",100.0
Zeiser_2018,10.1182/asheducation-2018.1.236,37,"Mathewson ND, Jenq R, Mathew AV, et al. Gut microbiome-derived metabolites modulate intestinal epithelial cell damage and mitigate graft-versus-host disease. Nat Immunol. 2016;17(5):505-513. -¬†PMC¬†-¬†PubMed",10.1038/ni.3400,7,crossref,"Mathewson ND, Jenq R, Mathew AV, et al. Gut microbiome-derived metabolites modulate intestinal epithelial cell damage and mitigate graft-versus-host disease. Nat Immunol. 2016;17(5):505-513. - PMC - PubMed",100.0
Zeiser_2018,10.1182/asheducation-2018.1.236,48,"Vadhan-Raj S, Goldberg JD, Perales MA, Berger DP, van den Brink MR. Clinical applications of palifermin: amelioration of oral mucositis and other potential indications. J Cell Mol Med. 2013;17(11):1371-1384. -¬†PMC¬†-¬†PubMed",10.1111/jcmm.12169,7,crossref,"Vadhan-Raj S, Goldberg JD, Perales MA, Berger DP, van den Brink MR. Clinical applications of palifermin: amelioration of oral mucositis and other potential indications. J Cell Mol Med. 2013;17(11):1371-1384. - PMC - PubMed",99.3
Lee_2017,10.4110/in.2017.17.3.144,7,Shlomchik WD. Graft-versus-host disease. Nat Rev Immunol. 2007;7:340‚Äì352. -¬†PubMed,10.1038/nri2000,10,crossref,Shlomchik WD. Graft-versus-host disease. Nat Rev Immunol. 2007;7:340–352. - PubMed,100.0
Lee_2017,10.4110/in.2017.17.3.144,14,"Rozendaal L, Pals ST, Gleichmann E, Melief CJ. Persistence of allospecific helper T cells is required for maintaining autoantibody formation in lupus-like graft-versus-host disease. Clin Exp Immunol. 1990;82:527‚Äì532. -¬†PMC¬†-¬†PubMed",10.1111/j.1365-2249.1990.tb05484.x,10,crossref,"Rozendaal L, Pals ST, Gleichmann E, Melief CJ. Persistence of allospecific helper T cells is required for maintaining autoantibody formation in lupus-like graft-versus-host disease. Clin Exp Immunol. 1990;82:527–532. - PMC - PubMed",100.0
Lee_2017,10.4110/in.2017.17.3.144,17,"Silva R, Morgado JM, Freitas A, Couceiro A, Orfao A, Regateiro F, Paiva A. Influence of pro- and anti-inflammatory cytokines in Th1 polarization after allogeneic stimulation. Int J Biomed Sci. 2005;1:46‚Äì52. -¬†PMC¬†-¬†PubMed",10.59566/ijbs.2005.1046,10,crossref,"Silva R, Morgado JM, Freitas A, Couceiro A, Orfao A, Regateiro F, Paiva A. Influence of pro- and anti-inflammatory cytokines in Th1 polarization after allogeneic stimulation. Int J Biomed Sci. 2005;1:46–52. - PMC - PubMed",100.0
Lee_2017,10.4110/in.2017.17.3.144,20,"Ferrara JL, Deeg HJ. Graft-versus-host disease. N Engl J Med. 1991;324:667‚Äì674. -¬†PubMed",10.1056/nejm199103073241005,10,crossref,"Ferrara JL, Deeg HJ. Graft-versus-host disease. N Engl J Med. 1991;324:667–674. - PubMed",100.0
Lee_2017,10.4110/in.2017.17.3.144,21,Reddy P. Pathophysiology of acute graft-versus-host disease. Hematol Oncol. 2003;21:149‚Äì161. -¬†PubMed,10.1002/hon.716,10,crossref,Reddy P. Pathophysiology of acute graft-versus-host disease. Hematol Oncol. 2003;21:149–161. - PubMed,100.0
Lee_2017,10.4110/in.2017.17.3.144,41,"Hemmi H, Kaisho T, Takeuchi O, Sato S, Sanjo H, Hoshino K, Horiuchi T, Tomizawa H, Takeda K, Akira S. Small anti-viral compounds activate immune cells via the TLR7 MyD88-dependent signaling pathway. Nat Immunol. 2002;3:196‚Äì200. -¬†PubMed",10.1038/ni758,10,crossref,"Hemmi H, Kaisho T, Takeuchi O, Sato S, Sanjo H, Hoshino K, Horiuchi T, Tomizawa H, Takeda K, Akira S. Small anti-viral compounds activate immune cells via the TLR7 MyD88-dependent signaling pathway. Nat Immunol. 2002;3:196–200. - PubMed",100.0
Lee_2017,10.4110/in.2017.17.3.144,44,"Sivula J, Cordova ZM, Tuimala J, Jaatinen T, Partanen J, Volin L, Turpeinen H. Toll-like receptor gene polymorphisms confer susceptibility to graft-versus-host disease in allogenic hematopoietic stem cell transplantation. Scand J Immunol. 2012;76:336‚Äì341. -¬†PubMed",10.1111/j.1365-3083.2012.02737.x,10,crossref,"Sivula J, Cordova ZM, Tuimala J, Jaatinen T, Partanen J, Volin L, Turpeinen H. Toll-like receptor gene polymorphisms confer susceptibility to graft-versus-host disease in allogenic hematopoietic stem cell transplantation. Scand J Immunol. 2012;76:336–341. - PubMed",100.0
Lee_2017,10.4110/in.2017.17.3.144,47,"Akira S, Takeda K. Toll-like receptor signalling. Nat Rev Immunol. 2004;4:499‚Äì511. -¬†PubMed",10.1038/nri1391,10,crossref,"Akira S, Takeda K. Toll-like receptor signalling. Nat Rev Immunol. 2004;4:499–511. - PubMed",100.0
Lee_2017,10.4110/in.2017.17.3.144,48,"Takeda K, Kaisho T, Akira S. Toll-like receptors. Annu Rev Immunol. 2003;21:335‚Äì376. -¬†PubMed",10.1146/annurev.immunol.21.120601.141126,10,crossref,"Takeda K, Kaisho T, Akira S. Toll-like receptors. Annu Rev Immunol. 2003;21:335–376. - PubMed",100.0
Lee_2017,10.4110/in.2017.17.3.144,56,"Schmid M, Zimara N, Wege AK, Ritter U. Myeloid-derived suppressor cell functionality and interaction with Leishmania major parasites differ in C57BL/6 and BALB/c mice. Eur J Immunol. 2014;44:3295‚Äì3306. -¬†PubMed",10.1002/eji.201344335,10,crossref,"Schmid M, Zimara N, Wege AK, Ritter U. Myeloid-derived suppressor cell functionality and interaction with Leishmania major parasites differ in C57BL/6 and BALB/c mice. Eur J Immunol. 2014;44:3295–3306. - PubMed",100.0
Chen_2015,10.1155/2015/145859,16,"16.Pasquini M. C., Wang Z., Horowitz M. M., Gale R. P. 2010 report from the Center for International Blood and Marrow Transplant Research (CIBMTR): current uses and outcomes of hematopoietic cell transplants for blood and bone marrow disorders. Clinical Transplantation. 2010:87‚Äì105.¬†[PubMed] [Google Scholar]",,4,no_doi_expected,"16.Pasquini M. C., Wang Z., Horowitz M. M., Gale R. P. 2010 report from the Center for International Blood and Marrow Transplant Research (CIBMTR): current uses and outcomes of hematopoietic cell transplants for blood and bone marrow disorders. Clinical Transplantation. 2010:87–105. [PubMed] [Google Scholar]",84.7
Chen_2015,10.1155/2015/145859,36,36.Billingham R. E. The biology of graft-versus-host reactions. Harvey Lectures. 1966;62:21‚Äì78.¬†[PubMed] [Google Scholar],,4,blank,36.Billingham R. E. The biology of graft-versus-host reactions. Harvey Lectures. 1966;62:21–78. [PubMed] [Google Scholar],51.5
Holler_2010,10.4061/2010/814326,4,"4.Hill GR, Ferrara JLM. The primacy of the gastrointestinal tract as a target organ of acute graft-versus-host disease: rationale for the use of cytokine shields in allogeneic bone marrow transplantation. Blood. 2000;95(9):2754‚Äì2759.¬†[PubMed] [Google Scholar]",10.1182/blood.v95.9.2754.009k25_2754_2759,8,crossref,"4.Hill GR, Ferrara JLM. The primacy of the gastrointestinal tract as a target organ of acute graft-versus-host disease: rationale for the use of cytokine shields in allogeneic bone marrow transplantation. Blood. 2000;95(9):2754–2759. [PubMed] [Google Scholar]",100.0
Holler_2010,10.4061/2010/814326,6,"6.Clift RA, Buckner CD, Appelbaum FR, et al. Allogeneic marrow transplantation in patients with acute myeloid leukemia in first remission: a randomized trial of two irradiation regimens. Blood. 1990;76(9):1867‚Äì1871.¬†[PubMed] [Google Scholar]",10.1182/blood.v76.9.1867.1867,8,crossref,"6.Clift RA, Buckner CD, Appelbaum FR, et al. Allogeneic marrow transplantation in patients with acute myeloid leukemia in first remission: a randomized trial of two irradiation regimens. Blood. 1990;76(9):1867–1871. [PubMed] [Google Scholar]",100.0
Holler_2010,10.4061/2010/814326,21,"21.Granell M, Urbano-Ispizua A, Ar√≥stegui JI, et al. Effect of NOD2/CARD15 variants in T-cell depleted allogeneic stem cell transplantation. Haematologica. 2006;91(10):1372‚Äì1376.¬†[PubMed] [Google Scholar]",10.1182/blood.v106.11.1408.1408,8,crossref,"21.Granell M, Urbano-Ispizua A, Aróstegui JI, et al. Effect of NOD2/CARD15 variants in T-cell depleted allogeneic stem cell transplantation. Haematologica. 2006;91(10):1372–1376. [PubMed] [Google Scholar]",95.9
Holler_2010,10.4061/2010/814326,35,"35.Lampert IA, Moore RH, Huby R, Cohen J. Observations on the role of endotoxin in graft-versus-host disease. Progress in Clinical and Biological Research. 1988;272:351‚Äì359.¬†[PubMed] [Google Scholar]",,8,blank,"35.Lampert IA, Moore RH, Huby R, Cohen J. Observations on the role of endotoxin in graft-versus-host disease. Progress in Clinical and Biological Research. 1988;272:351–359. [PubMed] [Google Scholar]",54.5
Holler_2010,10.4061/2010/814326,37,"37.Heidt PJ, Vossen JM. Experimental and clinical gnotobiotics: influence of the microflora on graft-versus-host disease after allogeneic bone marrow transplantation. Journal of Medicine. 1992;23(3-4):161‚Äì174.¬†[PubMed] [Google Scholar]",10.3181/00379727-197-43217a,8,crossref,"37.Heidt PJ, Vossen JM. Experimental and clinical gnotobiotics: influence of the microflora on graft-versus-host disease after allogeneic bone marrow transplantation. Journal of Medicine. 1992;23(3-4):161–174. [PubMed] [Google Scholar]",92.5
Holler_2010,10.4061/2010/814326,38,"38.Beelen DW, Haralambie E, Brandt H, et al. Evidence that sustained growth suppression of intestinal anaerobic bacteria reduces the risk of acute graft-versus-host disease after sibling marrow transplantation. Blood. 1992;80(10):2668‚Äì2676.¬†[PubMed] [Google Scholar]",10.1182/blood.v80.10.2668.bloodjournal80102668,8,crossref,"38.Beelen DW, Haralambie E, Brandt H, et al. Evidence that sustained growth suppression of intestinal anaerobic bacteria reduces the risk of acute graft-versus-host disease after sibling marrow transplantation. Blood. 1992;80(10):2668–2676. [PubMed] [Google Scholar]",100.0
Holler_2010,10.4061/2010/814326,42,"42.Klingemann H-G, Barnett MJ, Reece DE, Shepherd JD, Phillips GL. Use of an immunoglobulin preparation enriched for IgM (Pentaglobin) for the treatment of acute graft-versus-host disease. Bone Marrow Transplantation. 1990;6(3):199‚Äì202.¬†[PubMed] [Google Scholar]",10.1007/978-1-4613-1493-6_4,8,crossref,"42.Klingemann H-G, Barnett MJ, Reece DE, Shepherd JD, Phillips GL. Use of an immunoglobulin preparation enriched for IgM (Pentaglobin) for the treatment of acute graft-versus-host disease. Bone Marrow Transplantation. 1990;6(3):199–202. [PubMed] [Google Scholar]",91.2
Holler_2010,10.4061/2010/814326,47,"47.Horowitz MM, Gale RP, Sondel PM, et al. Graft-versus-leukemia reactions after bone marrow transplantation. Blood. 1990;75(3):555‚Äì562.¬†[PubMed] [Google Scholar]",10.1182/blood.v75.3.555.555,8,crossref,"47.Horowitz MM, Gale RP, Sondel PM, et al. Graft-versus-leukemia reactions after bone marrow transplantation. Blood. 1990;75(3):555–562. [PubMed] [Google Scholar]",100.0
Nikoloudis_2026,10.1007/s12254-025-01091-y,4,Consortium RESOLVE. The Project‚ÄîRESOLVE randomized pragmatic trial (EU CT: 2024-512503-39-00). 2025. https://resolve-leukemia.eu/the-project/. Accessed 22 Aug 2025.,,7,no_doi_expected,Consortium RESOLVE. The Project—RESOLVE randomized pragmatic trial (EU CT: 2024-512503-39-00). 2025. https://resolve-leukemia.eu/the-project/. Accessed 22 Aug 2025.,59.8
Nikoloudis_2026,10.1007/s12254-025-01091-y,5,"Wachsmuth LP, Patterson MT, Eckhaus MA, Venzon DJ, Gress RE, Kanakry CG. Post-transplantation cyclophosphamide prevents graft-versus-host disease by inducing alloreactive T cell dysfunction and suppression. J Clin Invest. 2019;26;129(6):2357‚Äì73. Mar.",10.1172/jci124218,7,crossref,"Wachsmuth LP, Patterson MT, Eckhaus MA, Venzon DJ, Gress RE, Kanakry CG. Post-transplantation cyclophosphamide prevents graft-versus-host disease by inducing alloreactive T cell dysfunction and suppression. J Clin Invest. 2019;26;129(6):2357–73. Mar.",100.0
Nikoloudis_2026,10.1007/s12254-025-01091-y,9,"Marcoux C, Marin D, Ramdial J, AlAtrash G, Alousi AM, Oran B, et al. Younger haploidentical donor versus older matched unrelated donor for patients with AML/MDS. Am J Hematol. 2023;98(5):712‚Äì9. May.",10.1002/ajh.26870,7,crossref,"Marcoux C, Marin D, Ramdial J, AlAtrash G, Alousi AM, Oran B, et al. Younger haploidentical donor versus older matched unrelated donor for patients with AML/MDS. Am J Hematol. 2023;98(5):712–9. May.",100.0
Nikoloudis_2026,10.1007/s12254-025-01091-y,18,"Levis MJ, Hamadani M, Logan BR, Jones RJ, Singh AK, Litzow MR, et al. Measurable residual disease and posttransplantation gilteritinib maintenance for patients with FLT3-ITD-mutated AML. Blood. 2025;145(19):2138‚Äì48. May 8.",10.1182/blood.2024025154,7,crossref,"Levis MJ, Hamadani M, Logan BR, Jones RJ, Singh AK, Litzow MR, et al. Measurable residual disease and posttransplantation gilteritinib maintenance for patients with FLT3-ITD-mutated AML. Blood. 2025;145(19):2138–48. May 8.",100.0
Nikoloudis_2026,10.1007/s12254-025-01091-y,25,"Fathi AT, Kim HT, Soiffer RJ, Levis MJ, Li S, Kim AS, et al. Enasidenib as maintenance following allogeneic hematopoietic cell transplantation for IDH2-mutated myeloid malignancies. Blood Adv. 2022;6(22):5857‚Äì65. Nov 22.",10.1182/bloodadvances.2022008632,7,crossref,"Fathi AT, Kim HT, Soiffer RJ, Levis MJ, Li S, Kim AS, et al. Enasidenib as maintenance following allogeneic hematopoietic cell transplantation for IDH2-mutated myeloid malignancies. Blood Adv. 2022;6(22):5857–65. Nov 22.",100.0
Nikoloudis_2026,10.1007/s12254-025-01091-y,26,"Issa GC, Aldoss I, Thirman MJ, DiPersio J, Arellano M, Blachly JS, et al. Menin Inhibition With Revumenib for KMT2A-Rearranged Relapsed or Refractory Acute Leukemia (AUGMENT-101). J Clin Oncol. 2025;43(1):75‚Äì84. Jan.",10.1200/jco.24.00826,7,crossref,"Issa GC, Aldoss I, Thirman MJ, DiPersio J, Arellano M, Blachly JS, et al. Menin Inhibition With Revumenib for KMT2A-Rearranged Relapsed or Refractory Acute Leukemia (AUGMENT-101). J Clin Oncol. 2025;43(1):75–84. Jan.",100.0
Nikoloudis_2026,10.1007/s12254-025-01091-y,32,"Peled JU, Gomes ALC, Devlin SM, Littmann ER, Taur Y, Sung AD, et al. Microbiota as Predictor of Mortality in Allogeneic Hematopoietic-Cell Transplantation. N Engl J Med. 2020;382(9):822‚Äì34. Feb 27.",10.3410/f.737439922.793577230,7,crossref,"Peled JU, Gomes ALC, Devlin SM, Littmann ER, Taur Y, Sung AD, et al. Microbiota as Predictor of Mortality in Allogeneic Hematopoietic-Cell Transplantation. N Engl J Med. 2020;382(9):822–34. Feb 27.",100.0
Ye_2025,10.1016/j.coi.2025.102649,6,"S. Abedin, N. Rashid, M. Schroeder, R. Romee, M. Nauffal, M. Alhaj Moustafa, M.A. Kharfan-Dabaja, J. Palmer, W. Hogan, M. Hefazi, et al. Ruxolitinib resistance or intolerance in steroid-refractory acute graft-versus-host disease - a real-world outcomes analysis Br J Haematol, 195 (2021), pp. 429-432",10.31547/bct-2024-033,7,crossref,"S. Abedin, N. Rashid, M. Schroeder, R. Romee, M. Nauffal, M. Alhaj Moustafa, M.A. Kharfan-Dabaja, J. Palmer, W. Hogan, M. Hefazi, et al. Ruxolitinib resistance or intolerance in steroid-refractory acute graft-versus-host disease - a real-world outcomes analysis Br J Haematol, 195 (2021), pp. 429-432",91.1
Ye_2025,10.1016/j.coi.2025.102649,7,"Y. Zhao, H. Wu, J. Shi, Y. Luo, X. Li, J. Lan, W. Ni, Y. Lu, L. Chen, Y. Tan, et al. Ruxolitinib combined with etanercept induce a rapid response to corticosteroid-refractory severe acute graft vs host disease after allogeneic stem cell transplantation: results of a multi-center prospective study Am J Hematol, 95 (2020), pp. 1075-1084",10.1002/ajh.25898,7,crossref,"Y. Zhao, H. Wu, J. Shi, Y. Luo, X. Li, J. Lan, W. Ni, Y. Lu, L. Chen, Y. Tan, et al. Ruxolitinib combined with etanercept induce a rapid response to corticosteroid-refractory severe acute graft vs host disease after allogeneic stem cell transplantation: results of a multi-center prospective study Am J Hematol, 95 (2020), pp. 1075-1084",98.7
Ye_2025,10.1016/j.coi.2025.102649,10,"A. Bacigalupo, E. Angelucci, A.M. Raiola, R. Varaldo, C. Di Grazia, F. Gualandi, E. Benedetti, A. Risitano, M. Musso, F. Zallio, et al. Treatment of steroid resistant acute graft versus host disease with an anti-CD26 monoclonal antibody-Begelomab Bone Marrow Transpl, 55 (2020), pp. 1580-1587",10.1038/s41409-020-0855-z,7,crossref,"A. Bacigalupo, E. Angelucci, A.M. Raiola, R. Varaldo, C. Di Grazia, F. Gualandi, E. Benedetti, A. Risitano, M. Musso, F. Zallio, et al. Treatment of steroid resistant acute graft versus host disease with an anti-CD26 monoclonal antibody-Begelomab Bone Marrow Transpl, 55 (2020), pp. 1580-1587",96.5
Ye_2025,10.1016/j.coi.2025.102649,24,"C.K. Stein-Thoeringer, K.B. Nichols, A. Lazrak, M.D. Docampo, A.E. Slingerland, J.B. Slingerland, A.G. Clurman, G. Armijo, A.L.C. Gomes, Y. Shono, et al. Lactose drives Enterococcus expansion to promote graft-versus-host disease Science, 366 (2019), pp. 1143-1149",10.1126/science.aax3760,7,crossref,"C.K. Stein-Thoeringer, K.B. Nichols, A. Lazrak, M.D. Docampo, A.E. Slingerland, J.B. Slingerland, A.G. Clurman, G. Armijo, A.L.C. Gomes, Y. Shono, et al. Lactose drives Enterococcus expansion to promote graft-versus-host disease Science, 366 (2019), pp. 1143-1149",91.9
Ye_2025,10.1016/j.coi.2025.102649,42,"A.M. Marcondes, E. Karoopongse, M. Lesnikova, D. Margineantu, T. Welte, C.A. Dinarello, D. Hockenbery, S. Janciauskiene, H.J. Deeg Alpha-1-Antitrypsin (AAT)-modified donor cells suppress GVHD but enhance the GVL effect: a role for mitochondrial bioenergetics Blood, 124 (2014), pp. 2881-2891",10.1182/blood-2014-04-570440,7,crossref,"A.M. Marcondes, E. Karoopongse, M. Lesnikova, D. Margineantu, T. Welte, C.A. Dinarello, D. Hockenbery, S. Janciauskiene, H.J. Deeg Alpha-1-Antitrypsin (AAT)-modified donor cells suppress GVHD but enhance the GVL effect: a role for mitochondrial bioenergetics Blood, 124 (2014), pp. 2881-2891",91.6
Ye_2025,10.1016/j.coi.2025.102649,43,"J.M. Magenau, S.C. Goldstein, D. Peltier, R.J. Soiffer, T. Braun, A. Pawarode, M.M. Riwes, M. Kennel, J.H. Antin, C.S. Cutler, et al. alpha(1)-Antitrypsin infusion for treatment of steroid-resistant acute graft-versus-host disease Blood, 131 (2018), pp. 1372-1379",10.1182/blood-2017-11-815746,7,crossref,"J.M. Magenau, S.C. Goldstein, D. Peltier, R.J. Soiffer, T. Braun, A. Pawarode, M.M. Riwes, M. Kennel, J.H. Antin, C.S. Cutler, et al. alpha(1)-Antitrypsin infusion for treatment of steroid-resistant acute graft-versus-host disease Blood, 131 (2018), pp. 1372-1379",96.9
Ye_2025,10.1016/j.coi.2025.102649,44,"J. Magenau, M. Hamadani, L. Bai, M. Martens, S. Abedin, S. Arai, D. Ponce, N. El Jurdi, H. Choe, M. Oshima, et al. A randomized, double-blind, placebo-controlled phase III trial of alpha-1-antitrypsin for treatment of high risk acute Gvhd (BMT CTN 1705) Transplant Cell Ther Meet ASTCT CIBMTR (2025)",,7,no_doi_expected,"J. Magenau, M. Hamadani, L. Bai, M. Martens, S. Abedin, S. Arai, D. Ponce, N. El Jurdi, H. Choe, M. Oshima, et al. A randomized, double-blind, placebo-controlled phase III trial of alpha-1-antitrypsin for treatment of high risk acute Gvhd (BMT CTN 1705) Transplant Cell Ther Meet ASTCT CIBMTR (2025)",65.9
DeFilipp_2019,10.1016/j.bbmt.2018.10.022,9,"E. van Nood, A. Vrieze, M. Nieuwdorp, et al. Duodenal infusion of donor feces for recurrent Clostridium difficile N Engl J Med, 368 (2013), pp. 407-415",,7,blank,"E. van Nood, A. Vrieze, M. Nieuwdorp, et al. Duodenal infusion of donor feces for recurrent Clostridium difficile N Engl J Med, 368 (2013), pp. 407-415",84.6
DeFilipp_2019,10.1016/j.bbmt.2018.10.022,16,"A.R. Weingarden, C. Chen, A. Bobr, et al. Microbiota transplantation restores normal fecal bile acid composition in recurrent Clostridium difficile infection Am J Physiol Gastrointest Liver Physiol, 306 (2014), pp. G310-G319",10.1016/s0163-4453(17)30202-5,7,crossref,"A.R. Weingarden, C. Chen, A. Bobr, et al. Microbiota transplantation restores normal fecal bile acid composition in recurrent Clostridium difficile infection Am J Physiol Gastrointest Liver Physiol, 306 (2014), pp. G310-G319",92.2
DeFilipp_2019,10.1016/j.bbmt.2018.10.022,22,"N.D. Mathewson, R. Jenq, A.V. Mathew, et al. Gut microbiome-derived metabolites modulate intestinal epithelial cell damage and mitigate graft-versus-host disease Nat Immunol, 17 (2016), pp. 505-513",10.1038/ni.3400,7,crossref,"N.D. Mathewson, R. Jenq, A.V. Mathew, et al. Gut microbiome-derived metabolites modulate intestinal epithelial cell damage and mitigate graft-versus-host disease Nat Immunol, 17 (2016), pp. 505-513",97.1
DeFilipp_2019,10.1016/j.bbmt.2018.10.022,24,"I. Youngster, G.H. Russell, C. Pindar, T. Ziv-Baran, J. Sauk, E.L. Hohmann Oral, capsulized, frozen fecal microbiota transplantation for relapsing Clostridium difficile infection JAMA, 312 (2014), pp. 1772-1778",10.1093/ofid/ofu051.170,7,crossref,"I. Youngster, G.H. Russell, C. Pindar, T. Ziv-Baran, J. Sauk, E.L. Hohmann Oral, capsulized, frozen fecal microbiota transplantation for relapsing Clostridium difficile infection JAMA, 312 (2014), pp. 1772-1778",93.9
DeFilipp_2019,10.1016/j.bbmt.2018.10.022,26,"K. Neemann, D.D. Eichele, P.W. Smith, R. Bociek, M. Akhtari, A. Freifeld Fecal microbiota transplantation for fulminant Clostridium difficile infection in an allogeneic stem cell transplant patient Transpl Infect Dis, 14 (2012), pp. E161-E165",10.1007/s40121-016-0106-1,7,crossref,"K. Neemann, D.D. Eichele, P.W. Smith, R. Bociek, M. Akhtari, A. Freifeld Fecal microbiota transplantation for fulminant Clostridium difficile infection in an allogeneic stem cell transplant patient Transpl Infect Dis, 14 (2012), pp. E161-E165",90.5
DeFilipp_2019,10.1016/j.bbmt.2018.10.022,28,"B.J. Webb, A. Brunner, C.D. Ford, M.A. Gazdik, F.B. Petersen, D. Hoda Fecal microbiota transplantation for recurrent Clostridium difficile infection in hematopoietic stem cell transplant recipients Transpl Infect Dis, 18 (2016), pp. 628-633",10.1093/jpids/pix076,7,crossref,"B.J. Webb, A. Brunner, C.D. Ford, M.A. Gazdik, F.B. Petersen, D. Hoda Fecal microbiota transplantation for recurrent Clostridium difficile infection in hematopoietic stem cell transplant recipients Transpl Infect Dis, 18 (2016), pp. 628-633",97.8
DeFilipp_2019,10.1016/j.bbmt.2018.10.022,33,"W. Spindelboeck, E. Schulz, B. Uhl, et al. Repeated fecal microbiota transplantations attenuate diarrhea and lead to sustained changes in the fecal microbiota in acute, refractory gastrointestinal graft-versus-host-disease Haematologica, 102 (2017), pp. e210-e213",10.3324/haematol.2016.154351,7,crossref,"W. Spindelboeck, E. Schulz, B. Uhl, et al. Repeated fecal microbiota transplantations attenuate diarrhea and lead to sustained changes in the fecal microbiota in acute, refractory gastrointestinal graft-versus-host-disease Haematologica, 102 (2017), pp. e210-e213",94.4
Riwes&Reddy_2018,10.1111/ajt.14443,23,"Di Martino ML, Campilongo R, Casalino M, Micheli G, Colonna B, Prosseda G Polyamines: emerging players in bacteria-host interactions Int J Med Microbiol., 303 (2013), pp. 484-491",10.1016/j.ijmm.2013.06.008,2,crossref,"Di Martino ML, Campilongo R, Casalino M, Micheli G, Colonna B, Prosseda G Polyamines: emerging players in bacteria-host interactions Int J Med Microbiol., 303 (2013), pp. 484-491",98.3
